artist_name,title,duration
"Audio Two","Giz Starts Buggin' (LP Version)",191.60771
"Ana Gabriel","Paz En Este Amor (Paz Na Cama)",215.09179
"Allo_ Darlin'","Will You Please Spend New Year's Eve With Me?",201.66485
"A Flock Of Seagulls",Nightmares,277.49832
Alpha,"NO CHANGES IN MY LIFE",251.50649
"Alison Krauss","Forget About It",208.50893
"Agressiva 69","Some Bizzare",241.34485
"Asher D","This Is Real",254.24934
"Asphalt Jungle",Medusa,285.43955
"Afterlife featuring Matti Dinah","The Commandments (Acappella)",210.65098
"American Hi-Fi","The Break Up Song (Live-Milwaukee)",188.47302
"Audrey Gagnon","Parle-moi encore de toi",197.58975
"Adam Sandler","Forgetful Lucy (Album Version)",110.52363
"Axe Riverboy",Guard,179.35628
"Alexandre Da Costa","Violin Concerto No.1 in G minor_ Op.26 - III. Allegro energico",477.93587
"Al Green","What Am I Gonna Do With Myself?",148.13995
"André van Duin","Een Echte Vriend (Ich War Noch Niemals In New York)",274.54649
"Anita Lipnicka I John Porter","Chelsea Hotel #2",220.70812
"Allan Edwall","Ramsor Om Dom Och Oss (Del 2)*",778.65751
"Art Garfunkel","Let's Fall In Love (2007 Remastered LP Version)",148.08771
"Antonio Bribiesca",Amemonos,232.9073
Alexandroid,Edinorog,385.85424
"Andreas Dorau","Der Wasserfloh",183.74485
"Anne Akiko Meyers","Thème Et Variations",429.81832
"Ambitious Lovers","Steel Wool",63.84281
"Acoustic Strawbs",Evergreen,275.01669
"Ali & Gipp / Big Rube",Intro,70.24281
Arkona,"Tuman Yarom",180.24444
Anointed,"If We Pray (LP Version)",220.62975
Ash,"I'm UR Woman",248.78975
Airiel,"Blowin' Cool",327.54893
"Art Mengo","Je prendrai sur moi",130.92526
"Anne Grete Preus","Åndelig matematikk",207.72526
Ashbrg,"More Hell",191.89506
Ayo,"Without You",236.69506
"Agent Orange","Pipeline [live] (Album Version)",165.43302
"Angelica Maria","Yo Te Quiero Todavia",184.39791
"Andomat 3000","BND2 (Kiki's Santanera Meets Pancho Villa Remix)",525.06077
Accessory,Souliner,248.842
Ayria,"Infiltrating My Way Through The System (Mix)",383.08526
"Andre Nickatina",Heelz,144.3522
"Archie Bronson Outfit","Shark's Tooth",192.1824
"Amy Winehouse","Fuck Me Pumps",352.96608
"All Shall Persih",Promises,182.36036
"Andrew ""Jr. Boy"" Jones","I Got A Stick",220.70812
"Atlanta Rhythm Section",Spooky,291.18649
"Alceu Valença","Rouge Carmin",181.15873
"Andrew Weatherall",Stalker,185.88689
Airiel,"Swimming Through Us",305.31873
"Armored Saint","Tainted Past",424.51546
"Anonymous 4;Netherlands Radio Choir;Netherlands Radio Philharmonic;Steven Mercurio","Voices of Light/XII. The Final Walk",180.03546
Alpinestars,"Smash It Up",197.09342
Aeroplane,Borders,207.82975
Argent,"Thunder And Lightning",306.1024
"Askil Holm",Animate,165.22404
"Aisha Duo",Despertar,307.35628
"Augie Meyers",Rain,236.87791
"Atomic Swing","Dreamer's Battlefield",204.48608
"Apostle Of Hustle","El Encuentro",208.29995
"Ann Nesby","I Apologize",299.15383
"Anton Dermota/Dietrich Fischer-Dieskau/Elisabeth Grümmer/Marga Höffgen/Otto Edelmann/Wiener Singakademie Chor/Wiener Sängerknaben/Wiener Philharmoniker/Wilhelm Furtwängler","St Matthew Passion BWV244 (1995 Digital Remaster)_ PART 2: No. 68_ Rezitativ: Desgleichen schmäheten ihn auch die Mörder (Evangelist)",96.49587
"Alec K. Redfearn and The Eyesores",Rising,192.20853
Astrovamps,"Die Baby Die",127.21587
"Adriana Evans","Sooner Or Later",214.20363
Aerosmith,"Joanie's Butterfly",334.99383
Audion,"Just A Man (Ellen Allien Version)",456.4371
"Allen Toussaint","The Optimism Blues (Remastered LP Version)",185.28608
"Agent Alvin Featuring Spikey Tee","ON THE RISE (Timmy Schumacher Dub)",412.31628
"Annie Lennox",Why,296.54159
"Alvin Youngblood Hart","Pony Blues",212.50567
"Artemis / Efthimis","Oi Stihoi Mas Pote De Stamatane",176.79628
Anggun,"Plus Forte",213.05424
Arda,"Pervaya Zima",289.35791
"André Thivet","Les Ventres Noirs (Folklore Bourrée)",83.74812
Aphrodite,"Interlude - London Massive",33.01832
Avain,"Farrah Muhammed (skit)",65.85424
Alias,"Disillusioned ",422.13832
"Al Campbell","Only Love Will Do",199.67955
"Al Di Meola","Short Tales Of The Black Forest",340.45342
"Arthur 'Big Boy' Crudup","Keep Your Arms Around Me",152.00608
"Atlantic Drift","Diving Faces",568.92036
"Antonio Carlos Jobim","Agua De Beber (LP Version)",149.4722
"A Made Up Sound",Rework,270.00118
Archive,Veins,241.24036
"Alan Parsons (Feat. Shpongle)",Antarctica,538.46159
"Arthur Gunter","Baby_ Let's Play House",165.95546
Aiden,"Pledge Resistance",171.96363
"A Jealousy Issue","Psychology Of Optional Experience (Originally composed by Wake Up Dead)",38.97424
"Adam Schmitt","More Of The Same (LP Version)",258.01098
"Ana Belén","Que Malo Eres",209.50159
"Alain Souchon",Dandy,334.2624
"Al Green","Where Love Rules",317.962
"Anton Dermota/Dietrich Fischer-Dieskau/Elisabeth Grümmer/Marga Höffgen/Otto Edelmann/Wiener Singakademie Chor/Wiener Sängerknaben/Wiener Philharmoniker/Wilhelm Furtwängler","St Matthew Passion BWV244 (1995 Digital Remaster)_ PART 2: No. 39_ Rezitativ: Und der Hohenpriester stand suf (Evangelist/Hohepriester)",36.41424
"Above The Golden State","The Haunting",288.70485
"Andrew Spencer Meets Blue Nature","I Need A Hero",170.39628
"Alex Party","U Gotta Be",182.33424
"Abrasive Wheels","Burn 'Em Down",160.65261
"Angel Stoxx featuring natasha",used,495.0722
"Adriana Evans",Suddenly,253.59628
"Alice DJ","Alice Deejay",237.50485
"Ace Karaoke Productions","Jailhouse Rock (In the style of 'Ben Johns') [No Backing Vocals]",175.72526
"Articolo 31","Solo Per Te",366.65424
"A Tribe Called Quest","The Night He Got Caught",190.95465
Astroqueen,"I Got to Sleep (I'm Gone)",350.45832
"Alfredo Zitarrosa","Milonga de ojos dorados",122.20036
Aborym,"I Reject!",194.76853
"Arthur ""Big Boy"" Crudup","Mr. So and So",158.17098
"Ava Inferi","Pulse Of The Earth",396.87791
"Alan Silvestri","Main Title",187.27138
"Al Rapone","Black Bayou",186.85342
"A Sunny Day In Glasgow","Curse words",103.96689
"Anonymous 4","Gradual: Benedicta et venerabilis",200.93342
"Andrew Duke",Carnival,392.35873
"And Then There Were None","Thank The Watchmaker",206.8371
"Archie Roach","So Young",190.87628
"A Flock Of Seagulls",Nightmares,276.63628
"Aux 88","Time Portal",320.28689
Avery,Scarlet,288.7571
Absu,"The Coming Of War (live bonus)",309.41995
"Allan Holdsworth","At the Edge",198.00771
"Albert Ayler",Prophecy,433.00526
Anarbor,"The Brightest Green",197.27628
"A. Skillz & Krafty Kuts","Short Breath",90.46159
Alcazar,"Funky Feet",212.4273
"Annie Lennox;Steven Lipson","Don't Let It Bring You Down",216.92036
"Abdelaziz Stati","Kharjat Lha Tay Tay",302.00118
"Angel Romero","La maja de Goya (1992 Digital Remaster)",295.60118
"Against All Authority","12:00 AM",158.35383
Aladino,"Brothers In the Space",329.16853
Astream,"At the Movies",96.49587
"A Mei","Gan Ying",216.55465
Avani,"Heads Up (Soul 101.Remix)",322.21995
"Arja Saijonmaa","Kyyhkynen  -La Paloma-",249.23383
"A Flock Of Seagulls","Space Age Love Song",226.82077
"Arab On Radar","Pig Roast",179.93098
Alias,"Angel Of Solitude",227.86567
ALO,"Gardeners Grave",145.08363
"Across Five Aprils","My Eyes Murdered Charles Townsend",223.97342
Alucidnation,"The Blue",337.26649
"Alex Harvey Band",Vambo,403.22567
Afterhours,"Siete Proprio Dei Pulcini",165.56363
"Axel Karakasis","Vortex of funk",343.24853
"Amorphous Androgynous","Mr. Sponge's Groovy Oscillations",189.962
"Amistades Peligrosas","Menina Das Favelas",206.8371
Accuface,"The Rush",338.85995
"Agoria Feat. Villeneuve","Stereolove Feat. Villeneuve",220.36853
Airwave,"Above The Sky",554.9971
autoKratz,"Stay the Same",340.03546
Alias,Diamonds,254.58893
autoKratz,"Stay the Same (Alex Metric Remix)",338.18077
"Amy Mastura","Jangan Cintakan Aku",183.17016
Abba,Chiquitita,330.31791
Ara,"Sofia City",503.92771
"Ashton Shepherd","I Ain't Dead Yet",193.41016
Agoria,"Dust feat. Scalde",223.99955
"Andrew Lloyd Webber",Masquerade,164.57098
"Adam & The Ants","The Magnificent Five",186.06975
Anthrax,"Lone Justice",276.94975
Aberfeldy,Uptight,270.86322
"Alan Lomax","Black Betty",117.99465
"Andy & Lucas","Hasta Los Huesos (Version Salsa)",270.0273
"Alan Menken",Marketplace,157.1522
"Arts & Decay","Using A Fake",262.1122
"Audio Bullys","Gimme That Punk",222.64118
"Ann Peebles","I Can't Stand The Rain",395.49342
"Altered Images",Idols,157.23057
"Aleks Syntek/Benny","Viviendo por tí (dueto con Benny)",238.18404
Alexia,"Uh La La La",221.3873
"Andrew Duke","Knot Rocket",390.19057
Arkona,"Vosstanie Roda",326.94812
"Andreas Mattsson","So Old It's New",267.72853
"Alexis HK","Thanks for the Add (feat. Renan Luce)",258.84689
Armando,"Here We Go",310.7522
"Alliance Ethnik","Sincerité Et Jalousie",195.94404
"Anthony Braxton","Composition No. 350 (Part 4)",588.64281
"Aesop Rock","Pigs - Instrumental",253.46567
"Alejandro Fernandez",Eres,235.38893
Absolute,"Dream Odyssey",349.04771
Aftermath,"Broken Wings",263.6273
"Angela Dimitriou",Methisa,150.56934
Arise,"Dreams Worthy Gods",254.24934
"Asha Bhosle_ Manna Dey_ Lata Mangeshkar_ Mohd. Rafi","Umad Ghumad Barsaten",204.61669
"Alizée","Mademoiselle Juliette ""Deefire 2 Remix ",181.36771
Agonoize,"A CUT INSIDE MY SOUL (Ezionoga Remix)",245.65506
"A Plus","Step Off",208.27383
"Aarne Tenkanen","Kolmenkympin saapikkaat",142.86322
"Art Garfunkel","Barbara Allen",322.19383
"Andrea Bocelli","I Believe",264.22812
"Adam Brand","Cigarettes & Whiskey",217.44281
"Acorps de Rue",Arythmie,260.96281
"Articles Of Faith","False Security",263.57506
Agonoize,"PAVILLON 5",253.90975
AFI,"Prelude 12/21",94.51057
"Alice Peacock","I Hear You Say",224.26077
Autopilot,Hum,273.73669
"Aram Quartet","Come Quando Fuori Piove",255.9473
Alphaville,"Big In Japan - Best Of-Version",235.20608
"ANJA GARBAREK","This Momentous Day",260.51873
"Argy Bargy","It's My Life",136.61995
Aeoliah,"Portal of the Luminous Presence",505.36444
"Andrei Gavrilov","Gaspard de la nuit (1997 Digital Remaster): 3. Scarbo (Modéré - Vif)",550.3473
Alex,"Buon compleanno",230.19057
Assassin,"Good Over Evil",189.30893
Abba,"Kisses Of Fire",201.74322
Aventura,"Papi Dijo",246.09914
"Alexander 'Skip' Spence","All Come To Meet Her",121.10322
AUDIO.3,"GLAUBST DU NOCH?",197.90322
"A C Temple","Silver Swimmer",196.91057
"Alice Peacock","Taught Me Well",265.50812
"Antony Costa","Shine Your Light",179.59138
"After Dark","Rue De L'Amour",191.60771
"Ashley Wallbridge",Masquerade,562.57261
Accuface,"Red Sky",248.63302
"Antony & The Johnsons","Bird Guhl",194.2722
"Alberta Cross","Low Man",163.47383
Alphaville,"Universal Daddy",238.57587
Aimable,"Beer Barrel Polka",117.81179
Anacrusis,Division,277.002
"Alfonzo Hunter","Dancing All Alone",273.05751
"Alex Smoke","Hanged Man",412.89098
"Armitage Shanks","Drowning Not Waving",191.97342
"Arthur Lyman","Legend Of The Rain",238.00118
Acroma,"Wash Away (Some Desert Night)",280.73751
"Adriana Calcanhotto",Cariocas,195.73506
"Aes Dana",Bam,444.42077
"April March","Que le soleil soit maudit",226.84689
"Antonio Aguilar","Que Te Ha Dado Esa Mujer",185.7824
"Auto Auto",Mirror,267.54567
"Alejo Durán",Chavela,170.57914
"Anonymous 4","The Cherry Tree Carol",160.7571
"Armani & Ghost","Airport (Gate 21 Remix)",407.58812
"Aesthetic Perfection",Coward,303.25506
ALL:MY:FAULTS,"Encode the Apology Inside the Lies",250.95791
Ayleon,"Glory Silence",483.10812
Anberlin,"Driving (Autobahn) (Demo)",236.79955
"Alison Krauss / The Cox Family","I Know Who Holds Tomorrow",303.12444
"Alfredo Zitarrosa","Chamarrita De Una Bailanta",249.28608
"Archie Bell and The Drells","Deal With Him (Non Album Single Side Version)",166.37342
"Age Of Chance","Time's Up (Pop Mix)",274.05016
"Attention Deficit","The Risk Of Failure",461.06077
"Animal Collective","In The Singing Box",335.93424
"Amity in fame","Relegate the Judge",290.5073
"Aziz Mian","Kaaba Jaan Laya",939.36281
AG,"Useless Sax",433.84118
"Antonio MacHin","Canten Y Bailen",159.242
"Anthony Evans","Before You",267.25832
"Andrews Sisters & Glenn Miller","Bei Mir Bist Du Schon",156.26404
Akon,Gringo,278.02077
Asure,Welcome,181.99465
"Arch Enemy","Burning Angel (live In Paris 2004)",286.71955
"Aidan Baker",Eitttlance,631.84934
Arion,"Canon A 2 (Bach)",125.962
"Assemblage 23",OPENED,356.362
Aphrodesia,"Mr. President",292.38812
"Arja Saijonmaa","Bädda Din Säng For Oss I Kväll",248.73751
"Ananda Shankar","Flights of Fantasy",203.36281
"Aphrodite's Child","Rain And Tears",191.45098
"Alfredo Gutiérrez","Cariñito_ cariñito",289.12281
Afroman,"Major Beat",304.5873
"Academy of St Martin-in-the-Fields/Sir Neville Marriner","L'Arlésienne - Suite No.2: Pastorale",288.522
"Archie Bronson Outfit","Got To Get (Your Eyes)",194.7424
America,"I Don't Believe In Miracles",201.22077
"Annett Louisan","Was haben wir gesucht?",221.23057
"Atom And His Package","Cross Country Atom and His Package Tour Via Bicycle",112.24771
Arkona,"Vyidi_ Vyidi Ivanku",72.202
AL-PHA-X,"Nocturnal Trip",376.65914
"Anaal Nathrakh","Bellum Omnium Contra Omnes",196.04853
"Alien Breed","Pick Me Up",341.05424
"Agua Loca",Vamonos,238.18404
"Apoptygma Berzerk","Green Queen",220.13342
"Acoustic Alchemy","Flamoco Loco",474.22649
"Architecture In Helsinki","Heart It Races",174.21016
Apocalypsis,"No Security",297.11628
"Alexander Xendzov feat. Julie-Anne Melfi","Set You Free",533.55057
"Arab Strap","Girls Of Summer",501.65506
"Art Tatum","I Can't Get Started",174.34077
"Au Pairs","It's Obvious",344.05832
"Andy Tau",North,513.14893
Antiseen,Wifebeater,112.16934
Anfall,Regierungen,136.9073
"Al Denson","Love Wants Nothing",232.88118
"A Flock Of Seagulls","Say You Love Me",310.02077
"André Mehmari_ Na Ozzetti",Eternamente,145.71057
"Ammer_ Einheit_ Haage","Die Hure Babylon (Rezitativ & Duett)",352.33914
"Austin Collins","8 Dollar Thrills",200.82893
AGATHODAIMON,Neovampirism,372.11383
"Air Supply",Until,196.15302
A.C.T,"Second Thoughts",54.09914
"Armchair Martian","Downed (2002_ Unreleased)",207.01995
"Archer Prewitt","Tell Me Now",218.51383
"Attack Flamingo",Burning,292.46649
"Archon Satani",II,574.79791
"Astrud Gilberto with Stanley Turrentine","Solo El Fin (For All We Know)",194.79465
"April Wine","21st Century Schizoid Man (2002 Digital Remaster)",385.88036
Apsci,"It's Apsci (intro)",10.78812
"Asheru And Blue Black Of The Unspoken Heard","Better (Instrumental)",268.32934
"Ancient Astronauts","Seventh Planet Skit",52.16608
"A Girl A Gun A Ghost","...Of The Alaskan King",262.00771
"As The Sun Sets","Feed The Scenesters To The Lions",70.05995
"Anton Barbeau","Drunk Again",216.24118
Aqua,"Cartoon Heroes",218.48771
"Arthur Verocai",Sucuri,324.93669
"Anton Dermota/Dietrich Fischer-Dieskau/Elisabeth Grümmer/Marga Höffgen/Otto Edelmann/Wiener Singakademie Chor/Wiener Sängerknaben/Wiener Philharmoniker/Wilhelm Furtwängler","St Matthew Passion BWV244 (1995 Digital Remaster)_ PART 1: No. 7_ Chor: Wozu dienet dieser Unrat?",37.32853
"Astrud Gilberto / Walter Wanderley Trio","Portuguese Washerwoman",90.40934
"Andy Caldwell","Scream (Andy Caldwell and the EC Twins Remix)",431.98649
"Ashley Tisdale","Love Me For Me (Album Version)",225.07057
"Alan Silvestri","Truly Dead",297.87383
"A.R.E. Weapons",Hardcase,217.52118
"Andy Williams","Waltz Round The Christmas Tree",136.75057
"Aaron Carter","Keep Believing",195.76118
Anoraak,"Never Ending Romance Disaster",253.88363
"Alain Souchon","Les Saisons (Live)",225.04444
"Anita Ward","Make Believe Lovers",424.72444
Atjazz,Harmony,443.21914
"Andrew Gold","Chinese Backward Music",25.15546
"Any Trouble","What Do I Have To Do?",221.09995
Anane,"Let's Get High (Louie Vega Radio Edit)",237.13914
"Akira Kiteshi",Pinball,286.71955
"Azul Violeta","Mas De Ti",349.17832
"Anna Eriksson","Miksi sanoit sen",236.2771
"Ame Strong","Tout Est Bleu",223.03302
"Alex Machacek","Yellow Pages",376.13669
Accept,"Up To The Limit",285.12608
"André Herman Düne","How I Feel about You",136.80281
Asamov,Boombox,228.80608
"Ana Nikolic","Solo Ti_ Solo Ja",207.69914
"Alejandro Fernandez","Popurri Juan Gabriel",484.70159
Absu,"The Cognate House Of Courtly Witches Lies West Of County Meath",258.76853
"Alexandre Desplat","Streets Of Shanghai",179.9571
"Arja Saijonmaa","La Paloma",252.70812
ALO,Shine,356.85832
Ayria,"Scattered Debris (Slipshod Mix)",209.71057
"Alex Stealthy","Something Is Wrong",564.89751
"Astral Projection (SFX)","Butterfly Trip",520.59383
Akcent,"Last Summer",202.57914
"Alex Rize","Beyond The Dome",448.80934
"Anna Ternheim","I'll Follow You Tonight",182.04689
"Ashley Tisdale","He Said She Said",186.5922
"A Day In Black and White","What Do You Want Me To Do_ Sign Your Freakin' Yearbook?",146.62485
"Andrew W.K.","We're Not Gunna Get Old",289.95873
"Armin Van Buuren Feat. Justine Suissa","Burned With Desire (Rising Star Remix)",480.73098
"At The Drive-In","Proxima Centauri",165.92934
"Alain Souchon","Le Baiser",259.00363
"Alain Goraguer",Amanda,144.27383
"Allen Hoist","All Ido",331.12771
"Abdul Majeed Abdullah","Sheikh Abdullah",292.28363
"Alberto Plaza/Jorge Rojas","Sentencia (acústico)",246.9873
"Albin Myers","Times Like These",181.73342
"Arrogant Worms","Drink With Me",162.08934
Anjellee,"My Boo (none)",248.0322
Alphaville,"Carol Masters",273.03138
Amber,He,258.87302
"Ariel Rot","Nena (The Rota 1997)",340.03546
"Aimee Mann","Save Me (Album Version)",274.49424
"Andy Fairweather-Low","Spider Jiving (Album Version)",180.45342
Alphaville,Kinetic,284.1073
Aterciopelados,"No Necesito",223.37261
"Ashley MacIsaac","King George IV / King George V / Old King's Reel / King's Reel / Traditional Reel",194.76853
"Anna Oxygen",Spectacle,170.52689
"Alison Krauss / Union Station","Little Liza Jane",100.30975
"Attack Formation","I'm Buried Alive",196.07465
"Alain Turban",Mamie,296.80281
"Adolf & The Piss Artists","(They'll Give You) No Control (Album Version)",365.00853
Ark,Surphase,231.65342
"Advance Patrol","Mi Gerla",234.70975
"Ali Kuru","No Name Maddoxx",550.03383
"Azucar Moreno","El Amor",454.16444
Adema,Everyone,209.42322
Atreyu,"You Were The King_ Now You're Unconscious (Album Version)",308.37506
Anti-Flag,"This Is The First Night",213.39383
"AC Slater","Jack Got Jacked",300.5122
"A Triggering Myth","The Remedy of Abstraction",480.15628
"Andrews Sisters","Ferryboat Serenade",189.85751
"Aghast View","Groundzero (Clubzero Mix)",378.77506
"Alice In Chains","A Little Bitter",231.73179
"Abi Wallenstein","Keep Your Hands Off Her",320.28689
"Angelo Badalamenti / Keira Knightley","After The Bombing/Hang Out The Stars In Indiana",90.5922
"Alvin Stardust","C´Mon Everybody",152.08444
"Atlantic Starr","I've Fallen In Love",318.06649
Atjazz,"Together (Fromwood Old Summer Remix)",445.07383
"Antonio Aguilar","Venganza De Alonso_la",163.63057
Appliance,"Mountains I",276.58404
Arcana,"Source Of Light",147.22567
Avril,"Velvet Blues",221.72689
"Above & Beyond vs. Andy Moor","Air For Life (Mirco Di Govia Remix)",474.22649
"Abrasive Wheels","Voice Of Youth (Single Version)",175.59465
Assassin,"Judgement Day",226.66404
Aidonia,Bicycle,195.3171
"Afro Celt Sound System","Persistence of Memory",268.90404
"Ah Cama-Sotz","30 Siècles De Sommeil",237.81832
"A Fuego",Asi,222.71955
"Andrew Peterson",Hosanna,250.30485
"Al Kooper","Can You Hear It Now",205.71383
"Andre Hazes","Dan Word Ik Klein (2005 Digital Remaster)",230.89587
"Active Sight","Times Goes By",398.18404
Activa,"I try",445.07383
Adema,"Close Friends",204.06812
"Aaron Lines","She Called Me Kansas",219.402
"Admiral Freebee","Nobody Knows You",236.90404
"Akina Nakamori","Aishuno Midnight  [24bit digital remastering]",249.88689
"Amon Amarth","North Sea Storm (Live)",312.29342
"Aesop Rock","None Shall Pass - Accapella",247.61424
"Alexander V. Mogilco","Anonymous Star - Sphinxmusic",419.83955
"Amon Amarth","Once Sent From The Golden Hall (Live)",268.2771
All-4-One,"Breathless  (LP Version)",288.62649
"Across Five Aprils","Pray For Rain (Album Version)",218.72281
Agnes,"The Maid of Orleans: Act 2_ Agnes' Arioso",162.06322
"Alfredo Zitarrosa","Que pena",184.86812
"Allan Holdsworth","Temporary Fault",197.642
"Alceu Valença",Desejo,220.81261
Aidonia,"Buss Gun Charge",248.58077
"Ana Cirré","Como Lamento",204.38159
"All Natural Lemon & Lime Flavors","Saturn Jig",293.74649
"Alejandro Santiago","Para Una Despedida",224.93995
"Alex Bugnon","Puzzle Pieces",374.9873
Aberdeen,Aberdeen,359.3922
"Alban Berg Quartett","String Quartet No. 3 in D major Op. 18 No. 3: III.     Allegro",171.4673
A-Team,"B-Boy The Real McCoy",197.95546
"Ara Ketu","O Tal (Céu De Calcutá)",235.17995
Aterciopelados,Interludio,28.15955
"Aaron Hall","Don't Be Afraid",317.6224
Antiloop,"At The Rebels Room",477.12608
"András Schiff","Haydn : Piano Sonata No.59 in E flat major Hob.XVI_ 49 : II Adagio e cantabile",488.56771
"Adolph Hofner","Barbara Polka",152.00608
Alphaville,"Flags/Like Thunder (Flag Remix)",311.30077
"Azure Ray","For The Sake Of The Song",372.08771
"All Time High","Already Gone",192.10404
"As de Trêfle","Intro/Le quartier",117.91628
"Avril Lavigne","Knockin' On Heaven's Door",188.18567
"A Few Good Men","Sexy Day",244.45342
"Ace Cannon","Love The World Away",202.37016
"Allan Sherman","Good Advice (LP Version)",516.33587
"Archie Shepp","Mamarose - Original",430.99383
"Alfredo Kraus","La Tabernera Del Puerto",164.88444
"Andreas Johnson","My Love (Song for a Butterfly)",215.71873
Assasin,"How We Roll",200.64608
"Anthony B.","God Above Everything",217.23383
"A Challenge Of Honour",Torpedos,229.09342
Aura,"Song For Sophie",199.8624
"Alex Fong","zui hao de shi guang",226.82077
"April Stevens","Teach Me Tiger (1996 Digital Remaster)",140.56444
"Alexander Hacke","Love Me Love My Dog",104.28036
"Anna Järvinen",Helsinki,271.3073
"Arthur ""Big Boy"" Crudup","Cool Disposition",188.44689
"An Albatross","A Convivial Feast of the Peace Beast",85.73342
"Antonio Orozco / Tote King","Hoy Todo Va Al Reves",271.49016
Atmosphere,"Trying To Find A Balance",257.38404
"Amon Düül 2","Holy West",310.62159
"A Tribe Called Quest","Baby Phife's Return",198.66077
"Aled Jones","Ave Maria For Soprano & Orchestra",242.1024
"Apache Indian","Independent Girl (Vichola Mix)",453.90322
"ARRESTED DEVELOPMENT","Heroes of the Harvest",165.17179
"Adam Ant","Goody Two Shoes",210.80771
"Ann Wilson","Immigrant Song",223.11138
"Avis Vox","Introspection Attempts",372.27057
"Anne Grete Preus","Når Himmelen Faller Ned",231.23546
Amplifier,"Strange seas of thought",363.57179
AFI,"Endlessly_ She Said",266.84036
"Andy Russell","Besame Mucho (1995 Digital Remaster)",190.04036
"André Verchuren","Les Fiancés D'Auvergne",172.01587
"Angelo Debarre","Angelo'S Caprice",290.24608
Atman,"Bliss (Taylor M. Mix)",310.33424
"Andrew Gold","Go Back Home Again (LP Version)",192.44363
"Atari Teenage Riot","Not Your Business",179.27791
"American Hi-Fi","Hearts On Parade (Album Version)",323.57832
"Ahmet Sisman",Hiyan,486.03383
Anata,"Dance To The Song Of Apathy",280.05832
"A Flock Of Seagulls","I Ran (So Far Away) (Die Krupps Remix)",226.29832
"Agonised By Love","My Sweet November (Winter Is Coming Mix - Controlled Collapse)",324.25751
"Anita Harris","The Music And The Mirror",227.7873
"Andreas Ammer / FM Einheit","Canto III",100.77995
"Alex Britti",Gelido,286.4322
Aeroc,"Rusted Dress Up",298.68363
Alphabeat,"Digital Love",200.4371
"Adequate Seven","Human Condition",186.14812
Azymuth,"Pantanal (Swamp)",143.15057
"Angela Johnson featuring Monet","That's Just The Way",249.57342
"Alpa Gun","Ausländer",247.53587
"Andy Hui","Nan Ren Zui Tong",278.36036
"Alvin Youngblood Hart","Mama Don't Allow (Album Version)",334.15791
